['180', 'Mallrats (1995)', 'Comedy'] 4.27466822395
['182', 'Moonlight and Valentino (1995)', 'Drama|Romance'] 2.25254153236
['184', 'Nadja (1994)', 'Drama'] 3.65269938725
['185', 'Net, The (1995)', 'Sci-Fi|Thriller'] 3.37194189602
['187', 'Party Girl (1995)', 'Comedy'] 3.26270766179
['188', 'Prophecy, The (1995)', 'Horror'] 4.0885169876
['190', 'Safe (1995)', 'Thriller'] 4.4406677095
['193', 'Showgirls (1995)', 'Drama'] 3.78472760839
['194', 'Smoke (1995)', 'Drama'] 3.46991969903
['195', 'Something to Talk About (1995)', 'Comedy|Drama|Romance'] 1.0
['196', 'Species (1995)', 'Horror|Sci-Fi'] 3.48771199142
['198', 'Strange Days (1995)', 'Action|Crime|Sci-Fi'] 2.8626827623
['199', 'Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)', 'Drama|Musical'] 4.46965277131
['202', 'Total Eclipse (1995)', 'Drama|Romance'] 1.0
['203', 'To Wong Foo, Thanks for Everything! Julie Newmar (1995)', 'Comedy'] 3.21405931899
['205', 'Unstrung Heroes (1995)', 'Comedy|Drama'] 1.71920819902
['207', 'Walk in the Clouds, A (1995)', 'Drama|Romance'] 3.8805711749
['208', 'Waterworld (1995)', 'Action|Adventure'] 3.6905047478
['209', "White Man's Burden (1995)", 'Drama'] 3.55532127253
['215', 'Before Sunrise (1995)', 'Drama|Romance'] 2.8241637178
['216', 'Billy Madison (1995)', 'Comedy'] 3.80125264635
['217', 'Babysitter, The (1995)', 'Drama|Thriller'] 1.0
['218', 'Boys on the Side (1995)', 'Comedy|Drama'] 3.77152082919
['222', 'Circle of Friends (1995)', 'Drama|Romance'] 2.86302925239
['223', 'Clerks (1994)', 'Comedy'] 4.15582305136
['224', 'Don Juan DeMarco (1995)', 'Comedy|Drama|Romance'] 3.83968966306
['225', 'Disclosure (1994)', 'Drama|Thriller'] 2.82708163597
['227', 'Drop Zone (1994)', 'Action'] 3.83223335496
['229', 'Death and the Maiden (1994)', 'Drama|Thriller'] 3.50284531925
['230', 'Dolores Claiborne (1994)', 'Drama|Thriller'] 3.08794427041
['231', 'Dumb & Dumber (1994)', 'Comedy'] 3.89579462093
['232', 'Eat Drink Man Woman (1994)', 'Comedy|Drama'] 3.49148789903
['233', 'Exotica (1994)', 'Drama'] 3.79690513082
['235', 'Ed Wood (1994)', 'Comedy|Drama'] 2.97776326132
['236', 'French Kiss (1995)', 'Comedy|Romance'] 4.4448468566
['237', 'Forget Paris (1995)', 'Comedy|Romance'] 4.0
['239', 'Goofy Movie, A (1995)', 'Animation|Children|Comedy|Romance'] 4.13079975227
['241', 'Fluke (1995)', 'Children|Drama'] 3.4128440367
['242', 'Farinelli: il castrato (1994)', 'Drama|Musical'] 4.50934642559
['246', 'Hoop Dreams (1994)', 'Documentary'] 3.93996531954
['247', 'Heavenly Creatures (1994)', 'Drama|Fantasy|Romance|Thriller'] 3.27055456824
['248', 'Houseguest (1994)', 'Comedy'] 4.20011683009
['249', 'Immortal Beloved (1994)', 'Drama|Romance'] 3.08639341138
['251', 'Hunted, The (1995)', 'Action'] 3.92063667514
['252', 'I.Q. (1994)', 'Comedy|Romance'] 4.36603359009
['253', 'Interview with the Vampire (1994)', 'Drama|Horror'] 4.2140430386
['255', 'Jerky Boys, The (1994)', 'Comedy'] 3.75996272936
['256', 'Junior (1994)', 'Comedy|Sci-Fi'] 3.18089326291
['257', 'Just Cause (1995)', 'Mystery|Thriller'] 3.8551995798
['258', "Kid in King Arthur's Court, A (1995)", 'Adventure|Children|Comedy|Fantasy|Romance'] 4.0
['259', 'Kiss of Death (1995)', 'Crime|Drama|Thriller'] 2.21770339752
['260', 'Star Wars: Episode IV - A New Hope (1977)', 'Action|Adventure|Fantasy|Sci-Fi'] 4.43934140842
['261', 'Little Women (1994)', 'Drama'] 3.30565201107
['262', 'Little Princess, A (1995)', 'Children|Drama'] 4.11455453247
['265', 'Like Water for Chocolate (Como agua para chocolate) (1992)', 'Drama|Romance'] 3.08821195152
['266', 'Legends of the Fall (1994)', 'Drama|Romance|War|Western'] 2.66004583919
['267', 'Major Payne (1994)', 'Comedy'] 4.4128440367
['268', 'Little Odessa (1994)', 'Drama'] 2.83227359158
['269', 'My Crazy Life (Mi vida loca) (1993)', 'Drama'] 3.78542922437
['271', 'Losing Isaiah (1995)', 'Drama'] 3.26270766179
['272', 'Madness of King George, The (1994)', 'Drama'] 4.50813304816
['273', "Mary Shelley's Frankenstein (1994)", 'Drama|Horror'] 3.63353692215
['274', 'Man of the House (1995)', 'Comedy'] 3.49694189602
['275', 'Mixed Nuts (1994)', 'Comedy'] 3.21199565947
['276', 'Milk Money (1994)', 'Comedy|Romance'] 4.0
['277', 'Miracle on 34th Street (1994)', 'Drama'] 3.37677638794
['279', 'My Family (1995)', 'Drama'] 3.2370434556
['280', 'Murder in the First (1995)', 'Drama|Thriller'] 2.97957066032
['281', "Nobody's Fool (1994)", 'Drama'] 4.03992618866
['282', 'Nell (1994)', 'Drama'] 4.21097872385
['288', 'Natural Born Killers (1994)', 'Action|Thriller'] 4.12352340062
['289', 'Only You (1994)', 'Comedy|Romance'] 5
['290', 'Once Were Warriors (1994)', 'Crime|Drama'] 4.75228042814
['292', 'Outbreak (1995)', 'Action|Drama|Thriller'] 2.49961542815
['293', 'Professional, The (a.k.a. Leon: The Professional) (1994)', 'Crime|Drama|Romance|Thriller'] 4.61429861059
['295', "Pyromaniac's Love Story, A (1995)", 'Comedy|Romance'] 4.0
['296', 'Pulp Fiction (1994)', 'Crime|Drama'] 4.0654917238
['299', 'Priest (1994)', 'Drama'] 3.45849045625
['300', 'Quiz Show (1994)', 'Drama'] 3.48471750582
['301', 'Picture Bride (1995)', 'Drama|Romance'] 3.05254153236
['302', 'Queen Margot (La Reine Margot) (1994)', 'Drama|Romance'] 3.01770339752
['303', 'Quick and the Dead, The (1995)', 'Action|Adventure|Western'] 3.39896921757
['306', 'Three Colors: Red (1994)', 'Drama'] 4.07116070635
['307', 'Three Colors: Blue (1993)', 'Drama'] 4.29771203689
['308', 'Three Colors: White (1994)', 'Drama'] 4.4128440367
['314', 'Secret of Roan Inish, The (1994)', 'Drama'] 3.45763881891
['315', 'Specialist, The (1994)', 'Action'] 3.37194189602
['316', 'Stargate (1994)', 'Action|Adventure|Sci-Fi'] 2.7812187574
['317', 'Santa Clause, The (1994)', 'Children|Comedy|Fantasy'] 3.18167461617
['318', 'Shawshank Redemption, The (1994)', 'Drama'] 4.31494046342
['319', 'Shallow Grave (1994)', 'Thriller'] 4.74185165046
['320', 'Suture (1993)', 'Film-Noir|Thriller'] 3.41752355151
['321', 'Strawberry and Chocolate (Fresa y chocolate) (1993)', 'Drama'] 3.72841445946
['322', 'Swimming with Sharks (1995)', 'Comedy|Drama'] 3.75049553418
['325', "National Lampoon's Senior Trip (1995)", 'Comedy'] 4.49694189602
['326', 'To Live (Huozhe) (1994)', 'Drama'] 4.24042896068
['327', 'Tank Girl (1995)', 'Action|Comedy|Musical|Sci-Fi'] 1.0
['328', 'Tales From the Crypt Presents: Demon Knight (1995)', 'Horror'] 3.4128440367
['329', 'Star Trek: Generations (1994)', 'Action|Adventure|Sci-Fi'] 2.78118392317
['330', 'Tales from the Hood (1995)', 'Comedy|Horror'] 3.46495431423
['333', 'Tommy Boy (1995)', 'Comedy'] 3.78842502633
['334', 'Vanya on 42nd Street (1994)', 'Drama'] 3.67313237221
['337', "What's Eating Gilbert Grape (1993)", 'Drama'] 4.45125670791
['339', 'While You Were Sleeping (1995)', 'Comedy|Romance'] 4.19603192283
['340', 'War, The (1994)', 'Adventure|Drama'] 3.05783495556
['341', 'Double Happiness (1994)', 'Drama'] 4.0885169876
['342', "Muriel's Wedding (1994)", 'Comedy|Romance'] 4.68036761796
['344', 'Ace Ventura: Pet Detective (1994)', 'Comedy'] 3.52930115631
['345', 'Adventures of Priscilla, Queen of the Desert, The (1994)', 'Comedy|Drama'] 3.19226768191
['346', 'Backbeat (1993)', 'Drama|Musical'] 3.41752355151
['348', 'Bullets Over Broadway (1994)', 'Comedy'] 4.69239087229
['349', 'Clear and Present Danger (1994)', 'Action|Adventure|Thriller'] 3.86000643727
['350', 'Client, The (1994)', 'Drama|Mystery|Thriller'] 3.803742782
['351', 'Corrina, Corrina (1994)', 'Comedy|Drama|Romance'] 3.8096944368
['352', 'Crooklyn (1994)', 'Comedy'] 3.95081948107
['353', 'Crow, The (1994)', 'Action|Romance|Thriller'] 2.83151685074
['356', 'Forrest Gump (1994)', 'Comedy|Romance|War'] 4.6299607913
['357', 'Four Weddings and a Funeral (1994)', 'Comedy|Romance'] 4.46785323217
['358', 'Higher Learning (1995)', 'Drama'] 3.0885169876
['360', 'I Love Trouble (1994)', 'Action|Comedy'] 3.61027522936
['361', 'It Could Happen to You (1994)', 'Drama|Romance'] 4.38313336251
['362', 'Jungle Book, The (1994)', 'Adventure|Children|Romance'] 3.4128440367
['363', 'Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)', 'Documentary'] 4.41752355151
['364', 'Lion King, The (1994)', 'Animation|Children|Musical'] 4.15819515477
['365', 'Little Buddha (1993)', 'Drama'] 3.62881571278
['367', 'Mask, The (1994)', 'Comedy|Crime|Fantasy'] 4.50517013658
['368', 'Maverick (1994)', 'Action|Comedy|Western'] 2.71104166745
['369', 'Mrs. Parker and the Vicious Circle (1994)', 'Drama'] 3.26270766179
['370', 'Naked Gun 33 1/3: The Final Insult (1994)', 'Comedy'] 4.54099829233
['371', 'Paper, The (1994)', 'Comedy|Drama'] 2.46383282365
['372', 'Reality Bites (1994)', 'Comedy|Drama'] 4.53133884252
['373', 'Red Rock West (1992)', 'Thriller'] 3.85278623136
['376', 'River Wild, The (1994)', 'Action|Thriller'] 3.34543008364
['377', 'Speed (1994)', 'Action|Romance|Thriller'] 4.20471345264
['378', 'Speechless (1994)', 'Comedy|Romance'] 4.3969294431
['379', 'Timecop (1994)', 'Action|Sci-Fi'] 3.78341975931
['380', 'True Lies (1994)', 'Action|Adventure|Comedy|Romance'] 4.10171898586
['381', 'When a Man Loves a Woman (1994)', 'Drama'] 3.71823442747
['382', 'Wolf (1994)', 'Drama|Horror'] 2.73027522936
['383', 'Wyatt Earp (1994)', 'Western'] 3.38957845051
['384', 'Bad Company (1995)', 'Action'] 3.38027522936
['387', 'Low Down Dirty Shame, A (1994)', 'Action|Comedy'] 1.5
['388', 'Boys Life (1995)', 'Drama'] 3.26270766179
['390', 'Faster Pussycat! Kill! Kill! (1965)', 'Action|Comedy|Drama'] 2.96895032042
['392', 'Secret Adventures of Tom Thumb, The (1993)', 'Adventure|Children'] 3.99529230413
['408', '8 Seconds (1994)', 'Drama'] 3.66160053056
['409', 'Above the Rim (1994)', 'Drama'] 4.0
['410', 'Addams Family Values (1993)', 'Comedy'] 3.20170380079
['412', 'Age of Innocence, The (1993)', 'Drama'] 5
['413', 'Airheads (1994)', 'Comedy'] 3.75996272936
['417', 'Barcelona (1994)', 'Comedy|Romance'] 3.77803642339
['420', 'Beverly Hills Cop III (1994)', 'Action|Comedy'] 1.88565241428
['421', 'Black Beauty (1994)', 'Adventure|Children'] 3.84640426162
['423', 'Blown Away (1994)', 'Action|Thriller'] 3.83223335496
['425', 'Blue Sky (1994)', 'Drama|Romance'] 3.15509815115
['426', 'Body Snatchers (1993)', 'Horror|Sci-Fi|Thriller'] 3.37333253445
['428', 'Bronx Tale, A (1993)', 'Drama'] 4.25181068955
['429', 'Cabin Boy (1994)', 'Comedy'] 4.28321640583
['431', "Carlito's Way (1993)", 'Crime|Drama'] 3.81665363252
['432', "City Slickers II: The Legend of Curly's Gold (1994)", 'Comedy|Western'] 3.0885169876
['434', 'Cliffhanger (1993)', 'Action|Adventure|Crime'] 4.09807979922
['435', 'Coneheads (1993)', 'Comedy|Sci-Fi'] 3.27825528492
['436', 'Color of Night (1994)', 'Drama|Thriller'] 1.33333333333
['438', 'Cowboy Way, The (1994)', 'Action|Comedy'] 0.0
['440', 'Dave (1993)', 'Comedy|Romance'] 4.35689190132
['441', 'Dazed and Confused (1993)', 'Comedy'] 4.51324739615
['442', 'Demolition Man (1993)', 'Action|Sci-Fi'] 3.74431150751
['446', 'Farewell My Concubine (1993)', 'Drama|Romance'] 3.68406223059
['448', 'Fearless (1993)', 'Drama'] 3.98245265507
['449', 'Fear of a Black Hat (1993)', 'Comedy'] 3.9841213832
['450', 'With Honors (1994)', 'Comedy|Drama'] 4.0
['451', 'Flesh and Bone (1993)', 'Drama|Mystery|Romance'] 1.66666666667
['454', 'Firm, The (1993)', 'Drama|Thriller'] 4.52966508489
['455', 'Free Willy (1993)', 'Adventure|Children|Drama'] 2.34166787349
['456', 'Fresh (1994)', 'Drama'] 3.77869965268
['457', 'Fugitive, The (1993)', 'Action|Thriller'] 3.18777554931
['458', 'Geronimo: An American Legend (1993)', 'Drama|Western'] 3.4128440367
['461', 'Go Fish (1994)', 'Drama|Romance'] 1.77254153236
['463', 'Guilty as Sin (1993)', 'Crime|Drama|Thriller'] 2.0
['464', 'Hard Target (1993)', 'Action|Adventure|Crime|Thriller'] 2.2835047103
['465', 'Heaven & Earth (1993)', 'Action|Drama|War'] 2.65405504587
['466', 'Hot Shots! Part Deux (1993)', 'Action|Comedy|War'] 3.35786152556
['468', 'Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)', 'Comedy|Romance'] 3.27838761069
['469', 'House of the Spirits, The (1993)', 'Drama|Romance'] 0.0
['471', 'Hudsucker Proxy, The (1994)', 'Comedy|Romance'] 4.63023541969
['472', "I'll Do Anything (1994)", 'Comedy|Drama'] 2.0
['474', 'In the Line of Fire (1993)', 'Action|Thriller'] 3.80057190003
['475', 'In the Name of the Father (1993)', 'Drama'] 4.26707849648
['476', 'Inkwell, The (1994)', 'Comedy|Drama'] 2.78587486569
['477', "What's Love Got to Do with It? (1993)", 'Drama'] 4.63583078491
['479', 'Judgment Night (1993)', 'Action'] 3.69792228818
['480', 'Jurassic Park (1993)', 'Action|Adventure|Sci-Fi'] 4.18949258227
['481', 'Kalifornia (1993)', 'Drama|Thriller'] 3.41208006259
['482', 'Killing Zoe (1994)', 'Thriller'] 3.77869965268
['483', 'King of the Hill (1993)', 'Drama'] 3.26270766179
['485', 'Last Action Hero (1993)', 'Action|Comedy'] 2.44340825761
['488', 'M. Butterfly (1993)', 'Drama'] 4.4128440367
['490', 'Malice (1993)', 'Thriller'] 4.02258292167
['491', 'Man Without a Face, The (1993)', 'Drama'] 3.45213663399
['492', 'Manhattan Murder Mystery (1993)', 'Comedy|Mystery'] 5
['493', 'Menace II Society (1993)', 'Action|Crime|Drama'] 3.6290266903
['494', 'Executive Decision (1996)', 'Action|Thriller'] 2.64078951081
['495', 'In the Realm of the Senses (Ai no corrida) (1976)', 'Drama'] 4.4128440367
['496', 'What Happened Was... (1994)', 'Comedy|Drama|Romance'] 2.0
['497', 'Much Ado About Nothing (1993)', 'Comedy|Romance'] 4.03816627593
['498', 'Mr. Jones (1993)', 'Drama|Romance'] 2.0
['499', 'Mr. Wonderful (1993)', 'Comedy|Romance'] 5
['500', 'Mrs. Doubtfire (1993)', 'Comedy'] 3.50823102822
['501', 'Naked (1993)', 'Drama'] 3.0885169876
['506', 'Orlando (1993)', 'Drama'] 5
['507', 'Perfect World, A (1993)', 'Action|Drama'] 2.86153866432
['508', 'Philadelphia (1993)', 'Drama'] 4.37596195704
['509', 'Piano, The (1993)', 'Drama|Romance'] 3.04037786106
['511', 'Program, The (1993)', 'Action|Drama'] 4.54651002698
['512', "Robert A. Heinlein's The Puppet Masters (1994)", 'Horror|Sci-Fi'] 3.66160053056
['513', 'Radioland Murders (1994)', 'Comedy|Mystery|Romance'] 3.29771203689
['514', 'Ref, The (1994)', 'Comedy'] 3.44556912222
['515', 'Remains of the Day, The (1993)', 'Drama'] 4.04474450752
['516', 'Renaissance Man (1994)', 'Comedy|Drama|War'] 2.28256880734
['517', 'Rising Sun (1993)', 'Action|Drama|Mystery'] 2.7968876055
['518', 'Road to Wellville, The (1994)', 'Comedy'] 3.4128440367
['520', 'Robin Hood: Men in Tights (1993)', 'Comedy'] 3.22984542986
['521', 'Romeo Is Bleeding (1993)', 'Crime|Thriller'] 3.77869965268
['522', 'Romper Stomper (1992)', 'Action|Drama'] 2.82318875733
['523', 'Ruby in Paradise (1993)', 'Drama'] 4.26270766179
['524', 'Rudy (1993)', 'Drama'] 5
['525', 'Saint of Fort Washington, The (1993)', 'Drama'] 4.4128440367
['527', "Schindler's List (1993)", 'Drama|War'] 3.93707385306
['529', 'Searching for Bobby Fischer (1993)', 'Drama'] 4.17311875299
['531', 'Secret Garden, The (1993)', 'Children|Drama'] 3.60882519385
['532', 'Serial Mom (1994)', 'Comedy|Crime|Horror'] 4.40719720973
['533', 'Shadow, The (1994)', 'Action'] 3.92063667514
['534', 'Shadowlands (1993)', 'Drama|Romance'] 2.62882739546
['535', 'Short Cuts (1993)', 'Drama'] 3.75995875858
['538', 'Six Degrees of Separation (1993)', 'Drama'] 3.99887226816
['539', 'Sleepless in Seattle (1993)', 'Comedy|Romance'] 4.01050149019
['541', 'Blade Runner (1982)', 'Film-Noir|Sci-Fi'] 4.25742986394
['542', 'Son in Law (1993)', 'Comedy'] 3.21199565947
['543', 'So I Married an Axe Murderer (1993)', 'Comedy|Romance|Thriller'] 2.78546756297
['546', 'Super Mario Bros. (1993)', 'Action|Adventure|Children|Sci-Fi'] 4.58625095135
['547', 'Surviving the Game (1994)', 'Action|Adventure|Thriller'] 0.0
['548', 'Terminal Velocity (1994)', 'Action'] 3.66160053056
['549', 'Thirty-Two Short Films About Glenn Gould (1993)', 'Documentary'] 4.54074850727
['551', 'Nightmare Before Christmas, The (1993)', 'Children|Comedy|Musical'] 4.44508593346
['552', 'Three Musketeers, The (1993)', 'Action|Adventure|Comedy'] 2.48746196072
['553', 'Tombstone (1993)', 'Western'] 4.02049163105
['555', 'True Romance (1993)', 'Action|Crime|Romance'] 3.14681550261
['556', 'War Room, The (1993)', 'Documentary'] 3.80527285184
['558', 'Pagemaster, The (1994)', 'Action|Adventure|Animation|Children|Fantasy'] 3.4128440367
['561', 'Killer (Bulletproof Heart) (1994)', 'Thriller'] 4.0885169876
['562', 'Welcome to the Dollhouse (1995)', 'Comedy|Drama'] 3.25438138132
['565', 'Cronos (1992)', 'Horror'] 4.4128440367
['568', 'Bhaji on the Beach (1993)', 'Comedy|Drama'] 3.0
['571', 'Wedding Gift, The (1994)', 'Drama'] 4.18473127789
['573', 'Ciao, Professore! (Io speriamo che me la cavo ) (1993)', 'Drama'] 3.26270766179
['574', 'Spanking the Monkey (1994)', 'Comedy|Drama'] 2.67166908096
['575', 'Little Rascals, The (1994)', 'Children|Comedy'] 3.51161554104
['577', 'Andre (1994)', 'Adventure|Children'] 3.51161554104
['581', 'Celluloid Closet, The (1995)', 'Documentary'] 4.41326621281
['583', 'Dear Diary (Caro Diario) (1994)', 'Comedy|Drama'] 0.0
['585', 'Brady Bunch Movie, The (1995)', 'Comedy'] 4.26808862378
['586', 'Home Alone (1990)', 'Children|Comedy'] 4.38766007705
['587', 'Ghost (1990)', 'Comedy|Romance|Thriller'] 2.96116525672
['588', 'Aladdin (1992)', 'Animation|Children|Comedy|Musical'] 3.49528917994
['589', 'Terminator 2: Judgment Day (1991)', 'Action|Sci-Fi|Thriller'] 4.12896205989
